layer_ind,layer,neuron,p0,p1,p2,p3,p4,p_avg,p_meta
0,visual.block.0.ln_1.w,0,-5.902869452256709e-05,-6.976071745157242e-05,-7.609106978634372e-05,0.00023942117695696652,0.0002718818432185799,9.136281732935458e-05,0.014405936002731323
0,visual.block.0.ln_1.w,1,0.8833290338516235,0.8824471235275269,0.8821864128112793,0.88237065076828,0.8825234770774841,0.8823819160461426,0.8951174020767212
0,visual.block.0.ln_1.w,2,0.23459996283054352,0.23463167250156403,0.23463986814022064,0.23480689525604248,0.2348615527153015,0.23473499715328217,0.24797184765338898
0,visual.block.0.ln_1.w,3,0.00018514521070756018,0.00021610241674352437,0.0001886466925498098,0.0001724631292745471,0.00023577701358590275,0.000203247313038446,0.014877480454742908
0,visual.block.0.ln_1.w,4,0.5623483657836914,0.561299204826355,0.5612208843231201,0.5613248944282532,0.5612731575965881,0.5612795352935791,0.5714049935340881
0,visual.block.0.ln_1.w,5,0.0016028982354328036,0.0016594970365986228,0.001471265684813261,0.001725314767099917,0.0011399645591154695,0.001499010482802987,0.018341142684221268
0,visual.block.0.ln_1.w,6,0.8099780678749084,0.8091226816177368,0.8087209463119507,0.8094022870063782,0.8095752000808716,0.8092052936553955,0.8178345561027527
0,visual.block.0.ln_1.w,7,0.8910536766052246,0.8899825811386108,0.8904630541801453,0.8902852535247803,0.8905723690986633,0.8903257846832275,0.8942659497261047
0,visual.block.0.ln_1.w,8,0.8062944412231445,0.804991602897644,0.8056850433349609,0.8055214285850525,0.8061681985855103,0.8055915832519531,0.8104845881462097
0,visual.block.0.ln_1.w,9,0.1943875402212143,0.1944790780544281,0.19452285766601562,0.19473406672477722,0.194655179977417,0.19459779560565948,0.21242234110832214
0,visual.block.0.ln_1.w,10,0.935340166091919,0.9346345663070679,0.9340873956680298,0.9340961575508118,0.934735894203186,0.9343885183334351,0.9442377090454102
0,visual.block.0.ln_1.w,11,0.5014470219612122,0.5009310841560364,0.5007360577583313,0.5014575719833374,0.5009552240371704,0.5010199546813965,0.5182818174362183
0,visual.block.0.ln_1.w,12,0.8392050862312317,0.8386648893356323,0.8386783003807068,0.8381488919258118,0.8384626507759094,0.8384886980056763,0.8508016467094421
0,visual.block.0.ln_1.w,13,0.2637733519077301,0.2638166546821594,0.26374903321266174,0.2638934254646301,0.2639993727207184,0.2638646364212036,0.28419336676597595
0,visual.block.0.ln_1.w,14,0.6658985018730164,0.6651427149772644,0.6649609208106995,0.6647251844406128,0.6653129458427429,0.6650354266166687,0.6746958494186401
0,visual.block.0.ln_1.w,15,0.10631675273180008,0.10660174489021301,0.10670860856771469,0.10660596191883087,0.10671621561050415,0.10665813088417053,0.11877720057964325
0,visual.block.0.ln_1.w,16,0.797600507736206,0.7965171337127686,0.7968955636024475,0.796821117401123,0.7973198294639587,0.7968884110450745,0.8037697672843933
0,visual.block.0.ln_1.w,17,0.6367679238319397,0.6359696984291077,0.6359588503837585,0.6351648569107056,0.635757327079773,0.6357126832008362,0.6454771161079407
0,visual.block.0.ln_1.w,18,0.9232048392295837,0.9223765134811401,0.922346830368042,0.9224773645401001,0.922576904296875,0.9224444031715393,0.9373679161071777
0,visual.block.0.ln_1.w,19,0.00022479656036011875,0.0001555787748657167,0.00019956869073212147,0.00018692233425099403,0.00045814228360541165,0.00025005300994962454,0.00926620326936245
0,visual.block.0.ln_1.w,20,0.03865009918808937,0.03901544213294983,0.0389411486685276,0.03868284821510315,0.03837461397051811,0.03875351324677467,0.05516066029667854
0,visual.block.0.ln_1.w,21,0.18807797133922577,0.18835251033306122,0.18837113678455353,0.18829990923404694,0.18841451406478882,0.18835951387882233,0.20564787089824677
0,visual.block.0.ln_1.w,22,0.8556687235832214,0.8546236753463745,0.8552604913711548,0.8549322485923767,0.8551262021064758,0.8549856543540955,0.8724830746650696
0,visual.block.0.ln_1.w,23,0.8774058222770691,0.8765133023262024,0.8768755197525024,0.8761622905731201,0.876815915107727,0.8765917420387268,0.8867300152778625
0,visual.block.0.ln_1.w,24,0.7321118116378784,0.7317489385604858,0.7316343188285828,0.7313462495803833,0.7320926189422607,0.7317055463790894,0.7516459226608276
0,visual.block.0.ln_1.w,25,0.059126224368810654,0.05949698016047478,0.059624966233968735,0.05961493030190468,0.059631045907735825,0.059591978788375854,0.07642532885074615
0,visual.block.0.ln_1.w,26,0.7994304895401001,0.7990191578865051,0.799421489238739,0.7994521260261536,0.7992905378341675,0.7992958426475525,0.8046361207962036
0,visual.block.0.ln_1.w,27,0.1594068706035614,0.15957345068454742,0.15965449810028076,0.1598101407289505,0.15975221991539001,0.15969757735729218,0.17266888916492462
0,visual.block.0.ln_1.w,28,0.778138279914856,0.7778106927871704,0.776888906955719,0.7775707244873047,0.7777364253997803,0.7775017023086548,0.7867317199707031
0,visual.block.0.ln_1.w,29,0.24939222633838654,0.2494162619113922,0.24945493042469025,0.2495795488357544,0.2496674358844757,0.24952954053878784,0.2610325217247009
0,visual.block.0.ln_1.w,30,0.840619683265686,0.8393820524215698,0.8398272395133972,0.8393755555152893,0.839790940284729,0.8395939469337463,0.8528121113777161
0,visual.block.0.ln_1.w,31,0.21951459348201752,0.21966427564620972,0.21977227926254272,0.2198449969291687,0.21974505484104156,0.21975664794445038,0.2334051877260208
0,visual.block.0.ln_1.w,32,0.6786603331565857,0.6780524849891663,0.6781095266342163,0.6783744096755981,0.6780606508255005,0.6781492829322815,0.6874169111251831
0,visual.block.0.ln_1.w,33,0.6384958028793335,0.637418270111084,0.6373024582862854,0.6373790502548218,0.6371662616729736,0.6373165249824524,0.6503102779388428
0,visual.block.0.ln_1.w,34,0.12892697751522064,0.12924863398075104,0.12923206388950348,0.1291837990283966,0.12927599251270294,0.12923511862754822,0.14354808628559113
0,visual.block.0.ln_1.w,35,0.8157589435577393,0.8150137662887573,0.8152899742126465,0.8147178292274475,0.8149394392967224,0.8149902820587158,0.8256593942642212
0,visual.block.0.ln_1.w,36,0.7498608231544495,0.7489989399909973,0.7489449381828308,0.7489493489265442,0.7497502565383911,0.749160885810852,0.7584360241889954
0,visual.block.0.ln_1.w,37,0.6589963436126709,0.6584898829460144,0.6585509181022644,0.6588289141654968,0.6583722829818726,0.6585605144500732,0.668753981590271
0,visual.block.0.ln_1.w,38,0.5919556021690369,0.5908611416816711,0.5914180874824524,0.5908684730529785,0.5914011597633362,0.5911372303962708,0.6018434762954712
0,visual.block.0.ln_1.w,39,1.8782664483296685e-05,1.7359809135086834e-05,6.496467540273443e-05,-3.717389336088672e-05,-3.393920633243397e-05,2.8028443921357393e-06,0.011115300469100475
0,visual.block.0.ln_1.w,40,0.5240620970726013,0.5232983827590942,0.5235600471496582,0.5225623846054077,0.5231699347496033,0.523147702217102,0.5396271347999573
0,visual.block.0.ln_1.w,41,0.003347399178892374,0.0031764134764671326,0.0030517331324517727,0.003591016633436084,0.00287954811938107,0.0031746779568493366,0.016525626182556152
0,visual.block.0.ln_1.w,42,0.3941204249858856,0.3933126926422119,0.3932052254676819,0.3930240571498871,0.39361506700515747,0.3932892680168152,0.4117463529109955
0,visual.block.0.ln_1.w,43,0.26413261890411377,0.26406732201576233,0.26409074664115906,0.26442667841911316,0.26424768567085266,0.2642081081867218,0.28308990597724915
0,visual.block.0.ln_1.w,44,0.7189513444900513,0.7181313633918762,0.7180629968643188,0.7182870507240295,0.7182746529579163,0.718189001083374,0.7304345369338989
0,visual.block.0.ln_1.w,45,0.5715086460113525,0.5704219937324524,0.5704894065856934,0.5700814723968506,0.5705797076225281,0.5703931450843811,0.5819883346557617
0,visual.block.0.ln_1.w,46,0.4681018888950348,0.46768495440483093,0.4675493836402893,0.4681030809879303,0.46790656447410583,0.4678109884262085,0.4820735454559326
0,visual.block.0.ln_1.w,47,0.31828051805496216,0.31803959608078003,0.31792208552360535,0.31852248311042786,0.318168580532074,0.3181631863117218,0.3350917398929596
0,visual.block.0.ln_1.w,48,0.37970253825187683,0.37938830256462097,0.37912502884864807,0.3784710466861725,0.3786419928073883,0.37890660762786865,0.39152735471725464
0,visual.block.0.ln_1.w,49,0.0009302615653723478,0.0009309638990089297,0.000931109650991857,0.0009520601015537977,0.0006843306473456323,0.0008746160892769694,0.01743481121957302
0,visual.block.0.ln_1.w,50,0.9140440225601196,0.9130924940109253,0.9131358861923218,0.9127549529075623,0.9137815237045288,0.9131911993026733,0.9241897463798523
0,visual.block.0.ln_1.w,51,0.8350645303726196,0.8343194723129272,0.8340386152267456,0.8338607549667358,0.8344044089317322,0.834155797958374,0.8430496454238892
0,visual.block.0.ln_1.w,52,0.06387946754693985,0.06429442763328552,0.0643882229924202,0.06417248398065567,0.06425047665834427,0.06427640467882156,0.07817941159009933
0,visual.block.0.ln_1.w,53,0.659873902797699,0.6590558290481567,0.6591741442680359,0.6589430570602417,0.6593282222747803,0.6591253280639648,0.6705443263053894
0,visual.block.0.ln_1.w,54,0.31861457228660583,0.31810060143470764,0.31763163208961487,0.31737029552459717,0.3182397186756134,0.31783556938171387,0.336373895406723
0,visual.block.0.ln_1.w,55,0.21853019297122955,0.21840818226337433,0.21787609159946442,0.21801310777664185,0.21852964162826538,0.2182067632675171,0.239384263753891
0,visual.block.0.ln_1.w,56,0.8775145411491394,0.8759848475456238,0.8767884969711304,0.8764718174934387,0.8772861957550049,0.876632809638977,0.882696807384491
0,visual.block.0.ln_1.w,57,0.41492950916290283,0.41481417417526245,0.4149915874004364,0.415032297372818,0.4150082767009735,0.414961576461792,0.42539796233177185
0,visual.block.0.ln_1.w,58,0.002118153963238001,0.0020390800200402737,0.0019476874731481075,0.0023100979160517454,0.0017370966961607337,0.0020084904972463846,0.017267853021621704
0,visual.block.0.ln_1.w,59,0.000940306403208524,0.0010266449535265565,0.0008099399856291711,0.0010723458835855126,0.0007568739238195121,0.0009164512157440186,0.015358984470367432
0,visual.block.0.ln_1.w,60,0.6891667246818542,0.688032329082489,0.6879821419715881,0.6886767745018005,0.6889676451683044,0.6884146928787231,0.6989971399307251
0,visual.block.0.ln_1.w,61,0.24618352949619293,0.24624809622764587,0.24634568393230438,0.24647554755210876,0.24643352627754211,0.24637570977210999,0.2571031153202057
0,visual.block.0.ln_1.w,62,0.8001036643981934,0.7991100549697876,0.7997442483901978,0.7988420724868774,0.7992592453956604,0.799238920211792,0.804061770439148
0,visual.block.0.ln_1.w,63,0.7914727330207825,0.7903357744216919,0.7901554107666016,0.7904057502746582,0.7908119559288025,0.7904272079467773,0.801819920539856
0,visual.block.0.ln_1.w,64,0.003844811348244548,0.0036689986009150743,0.003504198044538498,0.004017192404717207,0.003412953345105052,0.0036508357152342796,0.016768282279372215
0,visual.block.0.ln_1.w,65,0.436197966337204,0.435528039932251,0.43569329380989075,0.43552523851394653,0.43565136194229126,0.4355994760990143,0.45190638303756714
0,visual.block.0.ln_1.w,66,0.06203072518110275,0.06239750608801842,0.06248403713107109,0.062481824308633804,0.062474366277456284,0.06245943158864975,0.07672832906246185
0,visual.block.0.ln_1.w,67,0.7420981526374817,0.7413595914840698,0.7411345839500427,0.7409265637397766,0.7415706515312195,0.741247832775116,0.7559184432029724
0,visual.block.0.ln_1.w,68,0.07915790379047394,0.07950993627309799,0.07964679598808289,0.0796126276254654,0.0796658918261528,0.07960881292819977,0.0964735895395279
0,visual.block.0.ln_1.w,69,0.4481487274169922,0.44740980863571167,0.4473850131034851,0.4467511475086212,0.44780659675598145,0.44733813405036926,0.46295231580734253
0,visual.block.0.ln_1.w,70,0.737102210521698,0.7363181710243225,0.7364347577095032,0.735616147518158,0.7366840839385986,0.7362632751464844,0.7458888292312622
0,visual.block.0.ln_1.w,71,0.7406416535377502,0.7398614883422852,0.7397286295890808,0.7394588589668274,0.7406260967254639,0.7399187684059143,0.7594605088233948
0,visual.block.0.ln_1.w,72,0.16516125202178955,0.1653609722852707,0.16551810503005981,0.16555404663085938,0.16554073989391327,0.1654934585094452,0.18580681085586548
0,visual.block.0.ln_1.w,73,0.0019354920368641615,0.00217385939322412,0.0020227732602506876,0.002032796386629343,0.00201175594702363,0.0020602962467819452,0.013771730475127697
0,visual.block.0.ln_1.w,74,0.901200532913208,0.9003603458404541,0.9005639553070068,0.9005153179168701,0.9006063938140869,0.9005115032196045,0.9039331674575806
0,visual.block.0.ln_1.w,75,0.16306579113006592,0.1633310765028,0.16319699585437775,0.16289840638637543,0.16290025413036346,0.16308167576789856,0.1793108880519867
0,visual.block.0.ln_1.w,76,0.7745646834373474,0.7733801007270813,0.7736375331878662,0.7735995650291443,0.7740240097045898,0.7736603021621704,0.7848036289215088
0,visual.block.0.ln_1.w,77,1.211181402206421,1.209762454032898,1.2104158401489258,1.2099534273147583,1.210268259048462,1.2100999355316162,1.2139209508895874
0,visual.block.0.ln_1.w,78,0.8677578568458557,0.8663918375968933,0.8669973611831665,0.8669554591178894,0.8669596314430237,0.866826057434082,0.8688373565673828
0,visual.block.0.ln_1.w,79,0.6022821068763733,0.6017137169837952,0.6016199588775635,0.6007751822471619,0.6006506085395813,0.6011898517608643,0.6195757985115051
0,visual.block.0.ln_1.w,80,0.8266110420227051,0.8257251977920532,0.8257870078086853,0.8259121179580688,0.8260305523872375,0.8258637189865112,0.8483681678771973
0,visual.block.0.ln_1.w,81,0.15629859268665314,0.1567888706922531,0.1565016806125641,0.15631291270256042,0.15629523992538452,0.15647467970848083,0.16729220747947693
0,visual.block.0.ln_1.w,82,0.570605993270874,0.5694848895072937,0.5699597001075745,0.569363534450531,0.5696160197257996,0.5696060657501221,0.5880521535873413
0,visual.block.0.ln_1.w,83,0.9752219915390015,0.9740592241287231,0.9747976064682007,0.9746460914611816,0.9748634099960327,0.9745916128158569,0.985328197479248
0,visual.block.0.ln_1.w,84,0.23835934698581696,0.2384316772222519,0.2384803146123886,0.23856425285339355,0.2387087196111679,0.2385462373495102,0.2581457197666168
0,visual.block.0.ln_1.w,85,0.5601064562797546,0.5599021911621094,0.5595996975898743,0.559484601020813,0.5590549111366272,0.559510350227356,0.5790985226631165
0,visual.block.0.ln_1.w,86,0.7749427556991577,0.7740100622177124,0.7745120525360107,0.7739465236663818,0.7746012210845947,0.7742674350738525,0.7912400364875793
0,visual.block.0.ln_1.w,87,0.789483904838562,0.7887179255485535,0.7884957790374756,0.7883291840553284,0.7888615727424622,0.7886011004447937,0.8048622012138367
0,visual.block.0.ln_1.w,88,0.7782571911811829,0.777854323387146,0.7775505781173706,0.7778206467628479,0.777996838092804,0.7778055667877197,0.7905874848365784
0,visual.block.0.ln_1.w,89,0.0418507345020771,0.042259685695171356,0.0423947349190712,0.04236583411693573,0.04235783591866493,0.04234452173113823,0.058296095579862595
0,visual.block.0.ln_1.w,90,0.5030370950698853,0.5021377801895142,0.5020728707313538,0.5016427636146545,0.5019286274909973,0.5019454956054688,0.5248029232025146
0,visual.block.0.ln_1.w,91,0.829911470413208,0.8291247487068176,0.8291472792625427,0.829010009765625,0.8290360569953918,0.8290795087814331,0.8343736529350281
0,visual.block.0.ln_1.w,92,0.7460820078849792,0.7451209425926208,0.7454357743263245,0.745012640953064,0.7458493709564209,0.7453546524047852,0.7651073336601257
0,visual.block.0.ln_1.w,93,0.8177458643913269,0.8166849613189697,0.8173436522483826,0.8167092800140381,0.8168027997016907,0.8168851733207703,0.8303362131118774
0,visual.block.0.ln_1.w,94,0.8297612071037292,0.8290891647338867,0.8286515474319458,0.8288926482200623,0.8293355703353882,0.8289922475814819,0.8371809720993042
0,visual.block.0.ln_1.w,95,0.2540166676044464,0.2540152668952942,0.2540384829044342,0.2542078495025635,0.2542378306388855,0.25412485003471375,0.2685219645500183
0,visual.block.0.ln_1.w,96,0.8469918370246887,0.8460789322853088,0.8457070589065552,0.8459440469741821,0.8466850519180298,0.8461037874221802,0.8631303906440735
0,visual.block.0.ln_1.w,97,-0.0004164468264207244,-0.0003768765600398183,-0.0004314538382459432,-0.000539763190317899,-0.00031375521211884916,-0.0004154621856287122,0.012553644366562366
0,visual.block.0.ln_1.w,98,0.7097903490066528,0.708964467048645,0.7088624238967896,0.7091683149337769,0.7093542814254761,0.7090873718261719,0.7185811400413513
0,visual.block.0.ln_1.w,99,0.8221390247344971,0.8211812376976013,0.8211893439292908,0.8211804032325745,0.821344792842865,0.8212239742279053,0.8431461453437805
1,visual.block.0.ln_1.b,0,-0.044633883982896805,-0.04460218921303749,-0.04467204585671425,-0.043839167803525925,-0.044418815523386,-0.044383056461811066,-0.04115232080221176
